"period","zone","age","measure","value"
"2010-2012","S01002103","19 And Under","Ratio","16.67"
"2000-2002","S01002103","19 And Under","Ratio",0
"2011-2013","S01002103","19 And Under","Ratio",0
"2003-2005","S01002103","35 And Over","Ratio",40
"2008-2010","S01002103","35 And Over","Ratio","28.57"
"2009-2011","S01002103","35 And Over","Ratio","38.46"
"2002-2004","S01002103","35 And Over","Ratio",20
"2000-2002","S01002103","35 And Over","Ratio","14.29"
"2004-2006","S01002103","35 And Over","Ratio",40
"2005-2007","S01002103","35 And Over","Ratio","28.57"
"2001-2003","S01002103","35 And Over","Ratio","12.5"
"2006-2008","S01002103","35 And Over","Ratio","14.29"
"2007-2009","S01002103","35 And Over","Ratio","23.08"
"2011-2013","S01002103","35 And Over","Ratio","66.67"
"2010-2012","S01002103","35 And Over","Ratio",50
"2008-2010","S01002104","35 And Over","Count",1
"2003-2005","S01002104","All","Count",9
"2000-2002","S01002104","35 And Over","Count",0
"2001-2003","S01002104","19 And Under","Count",3
"2007-2009","S01002104","All","Count",16
"2002-2004","S01002104","19 And Under","Count",2
"2009-2011","S01002104","35 And Over","Count",2
"2011-2013","S01002104","35 And Over","Count",1
"2001-2003","S01002104","All","Count",14
"2003-2005","S01002104","19 And Under","Count",1
"2006-2008","S01002104","All","Count",16
"2004-2006","S01002104","19 And Under","Count",0
"2005-2007","S01002104","35 And Over","Count",1
"2002-2004","S01002104","35 And Over","Count",0
"2006-2008","S01002104","35 And Over","Count",1
"2004-2006","S01002104","35 And Over","Count",0
"2005-2007","S01002104","19 And Under","Count",1
"2010-2012","S01002104","35 And Over","Count",2
"2003-2005","S01002104","35 And Over","Count",0
"2004-2006","S01002104","All","Count",7
"2006-2008","S01002104","19 And Under","Count",3
"2011-2013","S01002104","All","Count",19
"2007-2009","S01002104","35 And Over","Count",1
"2001-2003","S01002104","35 And Over","Count",0
"2005-2007","S01002104","All","Count",9
"2007-2009","S01002104","19 And Under","Count",3
"2008-2010","S01002104","19 And Under","Count",2
"2010-2012","S01002104","All","Count",27
"2009-2011","S01002104","19 And Under","Count",0
"2002-2004","S01002104","All","Count",12
"2009-2011","S01002104","All","Count",23
"2010-2012","S01002104","19 And Under","Count",1
"2000-2002","S01002104","19 And Under","Count",3
"2000-2002","S01002104","All","Count",14
"2011-2013","S01002104","19 And Under","Count",2
"2008-2010","S01002104","All","Count",22
"2001-2003","S01002104","19 And Under","Ratio","21.43"
"2002-2004","S01002104","19 And Under","Ratio","16.67"
"2003-2005","S01002104","19 And Under","Ratio","11.11"
"2004-2006","S01002104","19 And Under","Ratio",0
"2005-2007","S01002104","19 And Under","Ratio","11.11"
"2006-2008","S01002104","19 And Under","Ratio","18.75"
"2007-2009","S01002104","19 And Under","Ratio","18.75"
"2008-2010","S01002104","19 And Under","Ratio","9.09"
"2009-2011","S01002104","19 And Under","Ratio",0
"2010-2012","S01002104","19 And Under","Ratio","3.7"
"2000-2002","S01002104","19 And Under","Ratio","21.43"
"2011-2013","S01002104","19 And Under","Ratio","10.53"
"2003-2005","S01002104","35 And Over","Ratio",0
"2008-2010","S01002104","35 And Over","Ratio","4.55"
"2009-2011","S01002104","35 And Over","Ratio","8.7"
"2002-2004","S01002104","35 And Over","Ratio",0
"2000-2002","S01002104","35 And Over","Ratio",0
"2004-2006","S01002104","35 And Over","Ratio",0
"2005-2007","S01002104","35 And Over","Ratio","11.11"
"2001-2003","S01002104","35 And Over","Ratio",0
"2006-2008","S01002104","35 And Over","Ratio","6.25"
"2007-2009","S01002104","35 And Over","Ratio","6.25"
"2011-2013","S01002104","35 And Over","Ratio","5.26"
"2010-2012","S01002104","35 And Over","Ratio","7.41"
"2008-2010","S01002105","35 And Over","Count",9
"2003-2005","S01002105","All","Count",12
"2000-2002","S01002105","35 And Over","Count",4
"2001-2003","S01002105","19 And Under","Count",0
"2007-2009","S01002105","All","Count",16
"2002-2004","S01002105","19 And Under","Count",0
"2009-2011","S01002105","35 And Over","Count",5
"2011-2013","S01002105","35 And Over","Count",2
"2001-2003","S01002105","All","Count",15
"2003-2005","S01002105","19 And Under","Count",0
"2006-2008","S01002105","All","Count",15
"2004-2006","S01002105","19 And Under","Count",0
"2005-2007","S01002105","35 And Over","Count",4
"2002-2004","S01002105","35 And Over","Count",4
"2006-2008","S01002105","35 And Over","Count",7
"2004-2006","S01002105","35 And Over","Count",6
"2005-2007","S01002105","19 And Under","Count",1
"2010-2012","S01002105","35 And Over","Count",2
"2003-2005","S01002105","35 And Over","Count",4
"2004-2006","S01002105","All","Count",14
"2006-2008","S01002105","19 And Under","Count",1
"2011-2013","S01002105","All","Count",4
"2007-2009","S01002105","35 And Over","Count",7
"2001-2003","S01002105","35 And Over","Count",4
"2005-2007","S01002105","All","Count",13
"2007-2009","S01002105","19 And Under","Count",1
"2008-2010","S01002105","19 And Under","Count",0
"2010-2012","S01002105","All","Count",5
"2009-2011","S01002105","19 And Under","Count",0
"2002-2004","S01002105","All","Count",17
"2009-2011","S01002105","All","Count",9
"2010-2012","S01002105","19 And Under","Count",0
"2000-2002","S01002105","19 And Under","Count",0
"2000-2002","S01002105","All","Count",18
"2011-2013","S01002105","19 And Under","Count",0
"2008-2010","S01002105","All","Count",15
"2001-2003","S01002105","19 And Under","Ratio",0
"2002-2004","S01002105","19 And Under","Ratio",0
"2003-2005","S01002105","19 And Under","Ratio",0
"2004-2006","S01002105","19 And Under","Ratio",0
"2005-2007","S01002105","19 And Under","Ratio","7.69"
"2006-2008","S01002105","19 And Under","Ratio","6.67"
"2007-2009","S01002105","19 And Under","Ratio","6.25"
"2008-2010","S01002105","19 And Under","Ratio",0
"2009-2011","S01002105","19 And Under","Ratio",0
"2010-2012","S01002105","19 And Under","Ratio",0
"2000-2002","S01002105","19 And Under","Ratio",0
"2011-2013","S01002105","19 And Under","Ratio",0
"2003-2005","S01002105","35 And Over","Ratio","33.33"
"2008-2010","S01002105","35 And Over","Ratio",60
"2009-2011","S01002105","35 And Over","Ratio","55.56"
"2002-2004","S01002105","35 And Over","Ratio","23.53"
"2000-2002","S01002105","35 And Over","Ratio","22.22"
"2004-2006","S01002105","35 And Over","Ratio","42.86"
"2005-2007","S01002105","35 And Over","Ratio","30.77"
"2001-2003","S01002105","35 And Over","Ratio","26.67"
"2006-2008","S01002105","35 And Over","Ratio","46.67"
"2007-2009","S01002105","35 And Over","Ratio","43.75"
"2011-2013","S01002105","35 And Over","Ratio",50
"2010-2012","S01002105","35 And Over","Ratio",40
"2008-2010","S01002106","35 And Over","Count",5
"2003-2005","S01002106","All","Count",1
"2000-2002","S01002106","35 And Over","Count",2
"2001-2003","S01002106","19 And Under","Count",0
"2007-2009","S01002106","All","Count",8
"2002-2004","S01002106","19 And Under","Count",0
"2009-2011","S01002106","35 And Over","Count",5
"2011-2013","S01002106","35 And Over","Count",4
"2001-2003","S01002106","All","Count",8
"2003-2005","S01002106","19 And Under","Count",0
"2006-2008","S01002106","All","Count",8
"2004-2006","S01002106","19 And Under","Count",0
"2005-2007","S01002106","35 And Over","Count",1
"2002-2004","S01002106","35 And Over","Count",0
"2006-2008","S01002106","35 And Over","Count",3
"2004-2006","S01002106","35 And Over","Count",1
"2005-2007","S01002106","19 And Under","Count",0
"2010-2012","S01002106","35 And Over","Count",6
"2003-2005","S01002106","35 And Over","Count",0
"2004-2006","S01002106","All","Count",5
"2006-2008","S01002106","19 And Under","Count",0
"2011-2013","S01002106","All","Count",15
"2007-2009","S01002106","35 And Over","Count",3
"2001-2003","S01002106","35 And Over","Count",1
"2005-2007","S01002106","All","Count",5
"2007-2009","S01002106","19 And Under","Count",1
"2008-2010","S01002106","19 And Under","Count",1
"2010-2012","S01002106","All","Count",21
"2009-2011","S01002106","19 And Under","Count",1
"2002-2004","S01002106","All","Count",6
"2009-2011","S01002106","All","Count",21
"2010-2012","S01002106","19 And Under","Count",0
"2000-2002","S01002106","19 And Under","Count",0
"2000-2002","S01002106","All","Count",10
"2011-2013","S01002106","19 And Under","Count",0
"2008-2010","S01002106","All","Count",16
"2001-2003","S01002106","19 And Under","Ratio",0
"2002-2004","S01002106","19 And Under","Ratio",0
"2003-2005","S01002106","19 And Under","Ratio",0
"2004-2006","S01002106","19 And Under","Ratio",0
"2005-2007","S01002106","19 And Under","Ratio",0
"2006-2008","S01002106","19 And Under","Ratio",0
"2007-2009","S01002106","19 And Under","Ratio","12.5"
"2008-2010","S01002106","19 And Under","Ratio","6.25"
"2009-2011","S01002106","19 And Under","Ratio","4.76"
"2010-2012","S01002106","19 And Under","Ratio",0
"2000-2002","S01002106","19 And Under","Ratio",0
"2011-2013","S01002106","19 And Under","Ratio",0
"2003-2005","S01002106","35 And Over","Ratio",0
"2008-2010","S01002106","35 And Over","Ratio","31.25"
"2009-2011","S01002106","35 And Over","Ratio","23.81"
"2002-2004","S01002106","35 And Over","Ratio",0
"2000-2002","S01002106","35 And Over","Ratio",20
"2004-2006","S01002106","35 And Over","Ratio",20
"2005-2007","S01002106","35 And Over","Ratio",20
"2001-2003","S01002106","35 And Over","Ratio","12.5"
"2006-2008","S01002106","35 And Over","Ratio","37.5"
"2007-2009","S01002106","35 And Over","Ratio","37.5"
"2011-2013","S01002106","35 And Over","Ratio","26.67"
"2010-2012","S01002106","35 And Over","Ratio","28.57"
"2008-2010","S01002107","35 And Over","Count",1
"2003-2005","S01002107","All","Count",2
"2000-2002","S01002107","35 And Over","Count",1
"2001-2003","S01002107","19 And Under","Count",0
"2007-2009","S01002107","All","Count",3
"2002-2004","S01002107","19 And Under","Count",0
"2009-2011","S01002107","35 And Over","Count",1
"2011-2013","S01002107","35 And Over","Count",1
"2001-2003","S01002107","All","Count",6
"2003-2005","S01002107","19 And Under","Count",0
"2006-2008","S01002107","All","Count",5
"2004-2006","S01002107","19 And Under","Count",0
"2005-2007","S01002107","35 And Over","Count",1
"2002-2004","S01002107","35 And Over","Count",0
"2006-2008","S01002107","35 And Over","Count",1
"2004-2006","S01002107","35 And Over","Count",1
"2005-2007","S01002107","19 And Under","Count",0
"2010-2012","S01002107","35 And Over","Count",1
"2003-2005","S01002107","35 And Over","Count",0
"2004-2006","S01002107","All","Count",6
"2006-2008","S01002107","19 And Under","Count",0
"2011-2013","S01002107","All","Count",4
"2007-2009","S01002107","35 And Over","Count",1
"2001-2003","S01002107","35 And Over","Count",0
"2005-2007","S01002107","All","Count",5
"2007-2009","S01002107","19 And Under","Count",0
"2008-2010","S01002107","19 And Under","Count",1
"2010-2012","S01002107","All","Count",4
"2009-2011","S01002107","19 And Under","Count",1
"2002-2004","S01002107","All","Count",6
"2009-2011","S01002107","All","Count",5
"2010-2012","S01002107","19 And Under","Count",1
"2000-2002","S01002107","19 And Under","Count",0
"2000-2002","S01002107","All","Count",7
"2011-2013","S01002107","19 And Under","Count",1
"2008-2010","S01002107","All","Count",5
"2001-2003","S01002107","19 And Under","Ratio",0
"2002-2004","S01002107","19 And Under","Ratio",0
"2003-2005","S01002107","19 And Under","Ratio",0
"2004-2006","S01002107","19 And Under","Ratio",0
"2005-2007","S01002107","19 And Under","Ratio",0
"2006-2008","S01002107","19 And Under","Ratio",0
"2007-2009","S01002107","19 And Under","Ratio",0
"2008-2010","S01002107","19 And Under","Ratio",20
"2009-2011","S01002107","19 And Under","Ratio",20
"2010-2012","S01002107","19 And Under","Ratio",25
"2000-2002","S01002107","19 And Under","Ratio",0
"2011-2013","S01002107","19 And Under","Ratio",25
"2003-2005","S01002107","35 And Over","Ratio",0
"2008-2010","S01002107","35 And Over","Ratio",20
"2009-2011","S01002107","35 And Over","Ratio",20
"2002-2004","S01002107","35 And Over","Ratio",0
"2000-2002","S01002107","35 And Over","Ratio","14.29"
"2004-2006","S01002107","35 And Over","Ratio","16.67"
"2005-2007","S01002107","35 And Over","Ratio",20
"2001-2003","S01002107","35 And Over","Ratio",0
"2006-2008","S01002107","35 And Over","Ratio",20
"2007-2009","S01002107","35 And Over","Ratio","33.33"
"2011-2013","S01002107","35 And Over","Ratio",25
"2010-2012","S01002107","35 And Over","Ratio",25
"2008-2010","S01002108","35 And Over","Count",3
"2003-2005","S01002108","All","Count",9
"2000-2002","S01002108","35 And Over","Count",0
"2001-2003","S01002108","19 And Under","Count",1
"2007-2009","S01002108","All","Count",10
"2002-2004","S01002108","19 And Under","Count",1
"2009-2011","S01002108","35 And Over","Count",3
"2011-2013","S01002108","35 And Over","Count",3
"2001-2003","S01002108","All","Count",4
"2003-2005","S01002108","19 And Under","Count",1
"2006-2008","S01002108","All","Count",9
"2004-2006","S01002108","19 And Under","Count",0
"2005-2007","S01002108","35 And Over","Count",0
"2002-2004","S01002108","35 And Over","Count",0
"2006-2008","S01002108","35 And Over","Count",0
"2004-2006","S01002108","35 And Over","Count",0
"2005-2007","S01002108","19 And Under","Count",0
"2010-2012","S01002108","35 And Over","Count",4
"2003-2005","S01002108","35 And Over","Count",0
"2004-2006","S01002108","All","Count",8
"2006-2008","S01002108","19 And Under","Count",0
"2011-2013","S01002108","All","Count",16
"2007-2009","S01002108","35 And Over","Count",1
"2001-2003","S01002108","35 And Over","Count",0
"2005-2007","S01002108","All","Count",8
"2007-2009","S01002108","19 And Under","Count",0
"2008-2010","S01002108","19 And Under","Count",0
"2010-2012","S01002108","All","Count",23
"2009-2011","S01002108","19 And Under","Count",0
"2002-2004","S01002108","All","Count",6
"2009-2011","S01002108","All","Count",19
"2010-2012","S01002108","19 And Under","Count",0
"2000-2002","S01002108","19 And Under","Count",1
"2000-2002","S01002108","All","Count",4
"2011-2013","S01002108","19 And Under","Count",0
"2008-2010","S01002108","All","Count",18
"2001-2003","S01002108","19 And Under","Ratio",25
"2002-2004","S01002108","19 And Under","Ratio","16.67"
"2003-2005","S01002108","19 And Under","Ratio","11.11"
"2004-2006","S01002108","19 And Under","Ratio",0
"2005-2007","S01002108","19 And Under","Ratio",0
"2006-2008","S01002108","19 And Under","Ratio",0
"2007-2009","S01002108","19 And Under","Ratio",0
"2008-2010","S01002108","19 And Under","Ratio",0
"2009-2011","S01002108","19 And Under","Ratio",0
"2010-2012","S01002108","19 And Under","Ratio",0
"2000-2002","S01002108","19 And Under","Ratio",25
"2011-2013","S01002108","19 And Under","Ratio",0
"2003-2005","S01002108","35 And Over","Ratio",0
"2008-2010","S01002108","35 And Over","Ratio","16.67"
"2009-2011","S01002108","35 And Over","Ratio","15.79"
"2002-2004","S01002108","35 And Over","Ratio",0
"2000-2002","S01002108","35 And Over","Ratio",0
"2004-2006","S01002108","35 And Over","Ratio",0
"2005-2007","S01002108","35 And Over","Ratio",0
"2001-2003","S01002108","35 And Over","Ratio",0
"2006-2008","S01002108","35 And Over","Ratio",0
"2007-2009","S01002108","35 And Over","Ratio",10
"2011-2013","S01002108","35 And Over","Ratio","18.75"
"2010-2012","S01002108","35 And Over","Ratio","17.39"
"2008-2010","S01002109","35 And Over","Count",5
"2003-2005","S01002109","All","Count",8
"2000-2002","S01002109","35 And Over","Count",1
"2001-2003","S01002109","19 And Under","Count",0
"2007-2009","S01002109","All","Count",14
"2002-2004","S01002109","19 And Under","Count",0
"2009-2011","S01002109","35 And Over","Count",2
"2011-2013","S01002109","35 And Over","Count",5
"2001-2003","S01002109","All","Count",15
"2003-2005","S01002109","19 And Under","Count",0
"2006-2008","S01002109","All","Count",17
"2004-2006","S01002109","19 And Under","Count",0
"2005-2007","S01002109","35 And Over","Count",3
"2002-2004","S01002109","35 And Over","Count",0
"2006-2008","S01002109","35 And Over","Count",6
"2004-2006","S01002109","35 And Over","Count",2
"2005-2007","S01002109","19 And Under","Count",1
"2010-2012","S01002109","35 And Over","Count",4
"2003-2005","S01002109","35 And Over","Count",1
"2004-2006","S01002109","All","Count",9
"2006-2008","S01002109","19 And Under","Count",1
"2011-2013","S01002109","All","Count",17
"2007-2009","S01002109","35 And Over","Count",5
"2001-2003","S01002109","35 And Over","Count",1
"2005-2007","S01002109","All","Count",14
"2007-2009","S01002109","19 And Under","Count",1
"2008-2010","S01002109","19 And Under","Count",0
"2010-2012","S01002109","All","Count",16
"2009-2011","S01002109","19 And Under","Count",0
"2002-2004","S01002109","All","Count",11
